1.429800033569335938e+00,1.212487090378999710e-02,9.091561947727200277e-10,8.387039415538311005e-03,9.898979413947017747e-10,2.889707684516906738e-04,1.650649181783592212e-07,2.554549137130379677e-04,1.871560662984848022e-01,1.270275213755667210e-03,2.159099727869033813e-01,2.710691392421722412e-01,4.865608736872673035e-02,3.902015450876206160e-04,2.966398827963789842e-12,1.616785861551761627e-02,5.940645309010506026e-09,1.077739638276398182e-03,2.399387329446445172e-12,5.302507281303405762e-01,1.461883354932069778e-02,1.820725237244857908e-09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.194616556167602539e+00,2.438796916976571083e-03,5.246177103845894862e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.212487090378999710e-02,1.429800033569335938e+00,3.687599208205938339e-03,1.320577859878540039e+00,3.856952534988522530e-03,7.727209329605102539e-01,4.838144406676292419e-02,7.486771941184997559e-01,7.383194565773010254e-01,1.066649198532104492e+00,6.798701286315917969e-01,5.849179029464721680e-01,1.177645683288574219e+00,8.322080373764038086e-01,1.524436956970021129e-04,1.323766589164733887e+00,9.735878556966781616e-03,1.035063862800598145e+00,1.347272627754136920e-04,7.572507456643506885e-05,1.327275633811950684e+00,5.307160317897796631e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.503038898110389709e-02,1.182318687438964844e+00,7.832359406165778637e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.091561947727200277e-10,3.687599208205938339e-03,1.429800033569335938e+00,5.489614326506853104e-03,1.329685807228088379e+00,7.653470337390899658e-02,9.209331274032592773e-01,8.216773718595504761e-02,4.948792047798633575e-05,2.888517081737518311e-02,3.540717807481996715e-05,1.995261845877394080e-05,6.015753606334328651e-04,6.398813426494598389e-02,9.435409903526306152e-01,2.646318171173334122e-03,1.272932887077331543e+00,3.257789462804794312e-02,9.208327531814575195e-01,5.410924732904796863e-14,2.978845033794641495e-03,1.322097182273864746e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.654022163677382196e-08,1.731023378670215607e-02,1.214889645576477051e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.387039415538311005e-03,1.320577859878540039e+00,5.489614326506853104e-03,1.429800033569335938e+00,5.732851568609476089e-03,8.677363395690917969e-01,6.509643793106079102e-02,8.437077403068542480e-01,6.451197266578674316e-01,1.145578145980834961e+00,5.889173150062561035e-01,4.993507266044616699e-01,1.103403091430664062e+00,9.264379739761352539e-01,2.502379647921770811e-04,1.299878597259521484e+00,1.399668771773576736e-02,1.117416977882385254e+00,2.219115413026884198e-04,4.463673394639045000e-05,1.308519959449768066e+00,7.800767663866281509e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.289741277694702148e-02,1.243240952491760254e+00,1.225952641107141972e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.898979413947017747e-10,3.856952534988522530e-03,1.329685807228088379e+00,5.732851568609476089e-03,1.429800033569335938e+00,7.896348088979721069e-02,9.312606453895568848e-01,8.474203199148178101e-02,5.250201866147108376e-05,2.994982525706291199e-02,3.759991159313358366e-05,2.122254591085948050e-05,6.332819466479122639e-04,6.608264148235321045e-02,9.332688450813293457e-01,2.771312603726983070e-03,1.277766585350036621e+00,3.375925868749618530e-02,9.104627966880798340e-01,5.997132179963796106e-14,3.118165535852313042e-03,1.323853015899658203e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.790014536595663230e-08,1.799047738313674927e-02,1.208033323287963867e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.889707684516906738e-04,7.727209329605102539e-01,7.653470337390899658e-02,8.677363395690917969e-01,7.896348088979721069e-02,1.429800033569335938e+00,4.110417366027832031e-01,1.329205513000488281e+00,1.385393738746643066e-01,1.238159179687500000e+00,1.181621551513671875e-01,8.940234780311584473e-02,4.094177484512329102e-01,1.326184749603271484e+00,7.500837557017803192e-03,6.964521408081054688e-01,1.484906524419784546e-01,1.257624149322509766e+00,6.831799168139696121e-03,4.393050119233521400e-07,7.232711911201477051e-01,9.844606369733810425e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.738686813041567802e-03,1.138648748397827148e+00,2.531621605157852173e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.650649181783592212e-07,4.838144406676292419e-02,9.209331274032592773e-01,6.509643793106079102e-02,9.312606453895568848e-01,4.110417366027832031e-01,1.429800033569335938e+00,4.301253855228424072e-01,1.645451062358915806e-03,2.144790738821029663e-01,1.253869617357850075e-03,7.853512070141732693e-04,1.204336155205965042e-02,3.660976290702819824e-01,3.212170004844665527e-01,3.767733275890350342e-02,1.135825872421264648e+00,2.329809665679931641e-01,3.058149218559265137e-01,3.141322965638515541e-11,4.120330139994621277e-02,1.004229784011840820e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.019186922552762553e-06,1.498754322528839111e-01,5.843937397003173828e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.554549137130379677e-04,7.486771941184997559e-01,8.216773718595504761e-02,8.437077403068542480e-01,8.474203199148178101e-02,1.329205513000488281e+00,4.301253855228424072e-01,1.429800033569335938e+00,1.299436390399932861e-01,1.223697066307067871e+00,1.105872243642807007e-01,8.336313068866729736e-02,3.908728957176208496e-01,1.322669625282287598e+00,8.254915475845336914e-03,6.728597879409790039e-01,1.580162942409515381e-01,1.244564652442932129e+00,7.525119464844465256e-03,3.729179525180370547e-07,6.994752883911132812e-01,1.053516268730163574e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.558460528030991554e-03,1.119333386421203613e+00,2.752730622887611389e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.871560662984848022e-01,7.383194565773010254e-01,4.948792047798633575e-05,6.451197266578674316e-01,5.250201866147108376e-05,1.385393738746643066e-01,1.645451062358915806e-03,1.299436390399932861e-01,1.429800033569335938e+00,2.881439924240112305e-01,1.326209545135498047e+00,1.304286122322082520e+00,1.116158366203308105e+00,1.616391390562057495e-01,8.328581770911114290e-07,8.150786757469177246e-01,1.800613099476322532e-04,2.666313052177429199e-01,7.133460258046397939e-07,5.089063663035631180e-03,7.878834605216979980e-01,8.005724521353840828e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.206115901470184326e-01,3.879317343235015869e-01,6.627487437071977183e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.270275213755667210e-03,1.066649198532104492e+00,2.888517081737518311e-02,1.145578145980834961e+00,2.994982525706291199e-02,1.238159179687500000e+00,2.144790738821029663e-01,1.223697066307067871e+00,2.881439924240112305e-01,1.429800033569335938e+00,2.526870965957641602e-01,2.003042101860046387e-01,6.808816790580749512e-01,1.269709229469299316e+00,2.069982234388589859e-03,9.966480731964111328e-01,6.266678869724273682e-02,1.328523993492126465e+00,1.864868332631886005e-03,3.223756948500522412e-06,1.021920919418334961e+00,3.869949653744697571e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.416109390556812286e-03,1.308615446090698242e+00,8.136555552482604980e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
